merged_symbol	merged_geneid	replaced_geneid	replaced_discontinued_geneid	replaced_discontinued_symbol	replaced_date	GeneID	Discontinued_GeneID	Discontinued_Symbol	Discontinue_Date
LOC101927742	101927742	101927742				-	101927742	LOC101927742	20140206
LOC101927744	101927744	101927744				-	101927744	LOC101927744	20150315
LOC101927748	101927748	101927748				-	101927748	LOC101927748	20170406
LOC101927749	101927749	101927749				-	101927749	LOC101927749	20150315
LOC101927753	101927753	101927753				-	101927753	LOC101927753	20140206
LOC101927754	101927754	101927754				-	101927754	LOC101927754	20150315
LOC101927761	101927761	101927761	101930600	LOC101930600	20140206				
LOC101927764	101927764	101927764	105369221	LOC105369221	20160609				
LOC101927767	101927767	101927767				-	101927767	LOC101927767	20160609
LOC101927768	101927768	101927768	101927794	LOC101927794	20140822				
LOC101927768	101927768	101927768	101930477	LOC101930477	20140206				
LOC101927769	101927769	101927769	101927743	LOC101927743	20140104				
LOC101927771	101927771	101927771				-	101927771	LOC101927771	20140206
LOC101927772	101927772	101927772				-	101927772	LOC101927772	20150315
LOC101927777	101927777	101927777	101929587	LOC101929587	20140815				
LOC101927778	101927778	101927778				-	101927778	LOC101927778	20140206
LOC101927779	101927779	101927779				-	101927779	LOC101927779	20160609
LOC101927781	101927781	101927781				-	101927781	LOC101927781	20140206
LOC101927783	101927783	101927783				-	101927783	LOC101927783	20150315
LOC101927788	101927788	101927788	105376705	LOC105376705	20160609				
LOC101927791	101927791	101927791				-	101927791	LOC101927791	20140206
LOC101927792	101927792	101927792				-	101927792	LOC101927792	20150315
LOC101927803	101927803	101927803				-	101927803	LOC101927803	20150315
LOC101927804	101927804	101927804				-	101927804	LOC101927804	20160609
LOC101927805	101927805	101927805				-	101927805	LOC101927805	20160609
LOC101927806	101927806	101927806				-	101927806	LOC101927806	20160330
LOC101927807	101927807	101927807				-	101927807	LOC101927807	20160609
LOC101927812	101927812	101927812				-	101927812	LOC101927812	20140206
LOC101927815	101927815	101927815	101927836	LOC101927836	20140726				
LOC101927816	101927816	101927816				-	101927816	LOC101927816	20150315
LOC101927818	101927818	101927818				-	101927818	LOC101927818	20160609
LOC101927819	101927819	101927819				-	101927819	LOC101927819	20140206
LOC101927820	101927820	101927820				-	101927820	LOC101927820	20150315
LOC101927826	101927826	101927826				-	101927826	LOC101927826	20150315
LOC101927831	101927831	101927831				-	101927831	LOC101927831	20150315
LOC101927838	101927838	101927838				-	101927838	LOC101927838	20150315
LOC101927841	101927841	101927841				-	101927841	LOC101927841	20160609
LOC101927842	101927842	101927842				-	101927842	LOC101927842	20150315
LOC101927848	101927848	101927848				-	101927848	LOC101927848	20150315
LOC101927850	101927850	101927850				-	101927850	LOC101927850	20150315
LOC101927852	101927852	101927852				-	101927852	LOC101927852	20150315
LOC101927853	101927853	101927853				-	101927853	LOC101927853	20160609
LOC101927856	101927856	101927856				-	101927856	LOC101927856	20160609
LOC101927860	101927860	101927860				-	101927860	LOC101927860	20140206
LOC101927865	101927865	101927865	101927887	AC007879.5	20140111				
LOC101927867	101927867	101927867				-	101927867	LOC101927867	20150315
LOC101927875	101927875	101927875				-	101927875	LOC101927875	20150315
LOC101927878	101927878	101927878				-	101927878	LOC101927878	20160609
LOC101927883	101927883	101927883				-	101927883	LOC101927883	20140206
LOC101927885	101927885	101927885				-	101927885	CTB-78F1.2	20170412
LOC101927892	101927892	101927892				-	101927892	LOC101927892	20160609
LOC101927893	101927893	101927893				-	101927893	LOC101927893	20140206
LOC101927894	101927894	101927894				-	101927894	LOC101927894	20150315
LOC101927899	101927899	101927899				-	101927899	LOC101927899	20150315
LOC101927903	101927903	101927903				-	101927903	LOC101927903	20150315
LOC101927906	101927906	101927906				-	101927906	LOC101927906	20160609
LOC101927909	101927909	101927909				-	101927909	LOC101927909	20150315
LOC101927910	101927910	101927910				-	101927910	LOC101927910	20160609
LOC101927916	101927916	101927916				-	101927916	LOC101927916	20160609
LOC101927918	101927918	101927918				-	101927918	LOC101927918	20150315
LOC101927920	101927920	101927920				-	101927920	LOC101927920	20160609
LOC101927925	101927925	101927925				-	101927925	LOC101927925	20140206
LOC101927928	101927928	101927928				-	101927928	LOC101927928	20140206
LOC101927929	101927929	101927929				-	101927929	LOC101927929	20150315
LOC101927930	101927930	101927930				-	101927930	LOC101927930	20150315
LOC101927933	101927933	101927933				-	101927933	LOC101927933	20150315
LOC101927937	101927937	101927937				-	101927937	LOC101927937	20140206
LOC101927938	101927938	101927938				-	101927938	LOC101927938	20140206
LOC101927939	101927939	101927939				-	101927939	LOC101927939	20150315
LOC101927940	101927940	101927940				-	101927940	LOC101927940	20150315
LOC101927941	101927941	101927941				-	101927941	LOC101927941	20150315
LOC101927945	101927945	101927945				-	101927945	LOC101927945	20140206
LOC101927946	101927946	101927946				-	101927946	LOC101927946	20150315
LOC101927951	101927951	101927951				-	101927951	LOC101927951	20140206
LOC101927955	101927955	101927955				-	101927955	LOC101927955	20160609
LOC101927956	101927956	101927956				-	101927956	LOC101927956	20150315
LOC101927957	101927957	101927957	102723823	LOC102723823	20141023				
LOC101927957	101927957	101927957	102723844	LOC102723844	20141023				
LOC101927958	101927958	101927958				-	101927958	LOC101927958	20170603
LOC101927959	101927959	101927959				-	101927959	LOC101927959	20150315
LOC101927960	101927960	101927960	101927991	LOC101927991	20150315				
LOC101927962	101927962	101927962				-	101927962	LOC101927962	20150315
LOC101927968	101927968	101927968				-	101927968	LOC101927968	20140206
LOC101927970	101927970	101927970				-	101927970	LOC101927970	20140206
LOC101927976	101927976	101927976				-	101927976	LOC101927976	20140206
LOC101927977	101927977	101927977				-	101927977	LOC101927977	20140206
LOC101927978	101927978	101927978	105371339	LOC105371339	20160609				
LOC101927980	101927980	101927980	101928023	LOC101928023	20130906				
LOC101927980	101927980	101927980	400649	FLJ44087	20130906				
LOC101927982	101927982	101927982				-	101927982	LOC101927982	20160609
LOC101927984	101927984	101927984	101930039	LOC101930039	20140206				
LOC101927986	101927986	101927986				-	101927986	LOC101927986	20150315
LOC101927996	101927996	101927996				-	101927996	LOC101927996	20160609
LOC101928003	101928003	101928003				-	101928003	LOC101928003	20140206
LOC101928006	101928006	101928006				-	101928006	LOC101928006	20150315
LOC101928011	101928011	101928011				-	101928011	LOC101928011	20150315
LOC101928018	101928018	101928018				-	101928018	LOC101928018	20140206
LOC101928019	101928019	101928019				-	101928019	LOC101928019	20150315
LOC101928024	101928024	101928024				-	101928024	LOC101928024	20140206
LOC101928025	101928025	101928025				-	101928025	LOC101928025	20150315
LOC101928026	101928026	101928026				-	101928026	LOC101928026	20160609
LOC101928027	101928027	101928027				-	101928027	LOC101928027	20150315
LOC101928028	101928028	101928028				-	101928028	LOC101928028	20150315
LOC101928038	101928038	101928038				-	101928038	LOC101928038	20150315
LOC101928041	101928041	101928041	105379429	LOC105379429	20160609				
LOC101928042	101928042	101928042	102724144	LOC102724144	20150315				
LOC101928049	101928049	101928049				-	101928049	LOC101928049	20180329
LOC101928050	101928050	101928050				-	101928050	LOC101928050	20140206
LOC101928054	101928054	101928054				-	101928054	LOC101928054	20150315
LOC101928055	101928055	101928055	101929930	LOC101929930	20150315				
LOC101928055	101928055	101928055	102725222	LOC102725222	20150315				
LOC101928056	101928056	101928056				-	101928056	LOC101928056	20150315
LOC101928057	101928057	101928057				-	101928057	LOC101928057	20150315
LOC101928060	101928060	101928060				-	101928060	LOC101928060	20140206
LOC101928062	101928062	101928062	101928086	LOC101928086	20140516				
LOC101928064	101928064	101928064				-	101928064	LOC101928064	20160609
LOC101928065	101928065	101928065				-	101928065	LOC101928065	20150315
LOC101928066	101928066	101928066				-	101928066	LOC101928066	20160609
LOC101928067	101928067	101928067	102723658	LOC102723658	20180329				
LOC101928069	101928069	101928069	102724131	LOC102724131	20140602				
LOC101928070	101928070	101928070				-	101928070	LOC101928070	20180329
LOC101928071	101928071	101928071				-	101928071	LOC101928071	20160609
LOC101928072	101928072	101928072				-	101928072	LOC101928072	20170324
LOC101928073	101928073	101928073				-	101928073	LOC101928073	20140206
LOC101928074	101928074	101928074				-	101928074	LOC101928074	20140206
LOC101928079	101928079	101928079	102030687	LINC01057	20130829				
LOC101928079	101928079	101928079	112268232	LOC112268232	20190205				
LOC101928083	101928083	101928083				-	101928083	LOC101928083	20150315
LOC101928088	101928088	101928088				-	101928088	LOC101928088	20160609
LOC101928091	101928091	101928091				-	101928091	LOC101928091	20140206
LOC101928095	101928095	101928095	101059925	LOC101059925	20150315				
LOC101928095	101928095	101928095	101929924	LOC101929924	20160609				
LOC101928101	101928101	101928101	111216281	IL6R-AS1	20180329				
LOC101928102	101928102	101928102				-	101928102	LOC101928102	20150315
LOC101928109	101928109	101928109				-	101928109	LOC101928109	20160609
LOC101928110	101928110	101928110				-	101928110	LOC101928110	20160609
LOC101928112	101928112	101928112				-	101928112	LOC101928112	20160609
LOC101928114	101928114	101928114	101929859	LOC101929859	20150315				
LOC101928115	101928115	101928115				-	101928115	LOC101928115	20150315
LOC101928116	101928116	101928116				-	101928116	LOC101928116	20140206
LOC101928117	101928117	101928117				-	101928117	LOC101928117	20150315
LOC101928121	101928121	101928121				-	101928121	LOC101928121	20150315
LOC101928122	101928122	101928122	388414	LOC388414	20131228				
LOC101928124	101928124	101928124				-	101928124	LOC101928124	20150315
LOC101928125	101928125	101928125				-	101928125	LOC101928125	20160609
LOC101928127	101928127	101928127				-	101928127	LOC101928127	20150315
LOC101928129	101928129	101928129				-	101928129	LOC101928129	20150315
LOC101928133	101928133	101928133				-	101928133	LOC101928133	20140206
LOC101928139	101928139	101928139				-	101928139	LOC101928139	20170324
LOC101928141	101928141	101928141	101930743	LINC01028	20130829				
LOC101928148	101928148	101928148				-	101928148	LOC101928148	20140206
LOC101928153	101928153	101928153	101930607	LOC101930607	20140206				
LOC101928153	101928153	101928153	102800313	ITGA9-AS1	20140211				
LOC101928155	101928155	101928155				-	101928155	LOC101928155	20140206
LOC101928162	101928162	101928162	100506226	LOC100506226	20140206				
LOC101928165	101928165	101928165	102031122	CASC17	20130904				
LOC101928171	101928171	101928171				-	101928171	LOC101928171	20150315
LOC101928172	101928172	101928172				-	101928172	LOC101928172	20150315
LOC101928175	101928175	101928175				-	101928175	LOC101928175	20160609
LOC101928179	101928179	101928179				-	101928179	LOC101928179	20140206
LOC101928181	101928181	101928181				-	101928181	LOC101928181	20140206
LOC101928183	101928183	101928183				-	101928183	LOC101928183	20140206
LOC101928184	101928184	101928184				-	101928184	LOC101928184	20150315
LOC101928186	101928186	101928186				-	101928186	LOC101928186	20150315
LOC101928187	101928187	101928187				-	101928187	LOC101928187	20140206
LOC101928192	101928192	101928192				-	101928192	LOC101928192	20150315
LOC101928194	101928194	101928194				-	101928194	LOC101928194	20140206
LOC101928197	101928197	101928197				-	101928197	LOC101928197	20150315
LOC101928199	101928199	101928199				-	101928199	LOC101928199	20150315
LOC101928204	101928204	101928204				-	101928204	LOC101928204	20150315
LOC101928206	101928206	101928206				-	101928206	LOC101928206	20150315
LOC101928207	101928207	101928207				-	101928207	LOC101928207	20170608
LOC101928209	101928209	101928209				-	101928209	LOC101928209	20140206
LOC101928210	101928210	101928210				-	101928210	LOC101928210	20140206
LOC101928213	101928213	101928213				-	101928213	LOC101928213	20140206
LOC101928218	101928218	101928218				-	101928218	LOC101928218	20140206
LOC101928225	101928225	101928225				-	101928225	LOC101928225	20170603
LOC101928226	101928226	101928226	114515516	LYPD9P	20190329				
LOC101928229	101928229	101928229				-	101928229	LOC101928229	20131102
LOC101928237	101928237	101928237	102723827	LOC102723827	20150315				
LOC101928240	101928240	101928240				-	101928240	LOC101928240	20150315
LOC101928245	101928245	101928245				-	101928245	LOC101928245	20150315
LOC101928246	101928246	101928246				-	101928246	LOC101928246	20150315
LOC101928247	101928247	101928247				-	101928247	LOC101928247	20190703
LOC101928249	101928249	101928249				-	101928249	LOC101928249	20180329
LOC101928252	101928252	101928252				-	101928252	LOC101928252	20140206
LOC101928258	101928258	101928258				-	101928258	LOC101928258	20150315
LOC101928259	101928259	101928259	100506671	PHKA1-AS1	20161013				
LOC101928260	101928260	101928260				-	101928260	LOC101928260	20140206
LOC101928261	101928261	101928261				101060026	101928261	LOC101928261	20150315
LOC101928262	101928262	101928262				-	101928262	LOC101928262	20150315
LOC101928265	101928265	101928265				-	101928265	LOC101928265	20140206
LOC101928267	101928267	101928267				-	101928267	LOC101928267	20140206
LOC101928275	101928275	101928275				-	101928275	LOC101928275	20150315
LOC101928278	101928278	101928278	101928250	LOC101928250	20160609				
LOC101928281	101928281	101928281				-	101928281	LOC101928281	20150315
LOC101928285	101928285	101928285				-	101928285	LOC101928285	20140524
LOC101928286	101928286	101928286				-	101928286	LOC101928286	20160609
LOC101928289	101928289	101928289				-	101928289	LOC101928289	20150315
LOC101928291	101928291	101928291				-	101928291	LOC101928291	20170418
LOC101928294	101928294	101928294				-	101928294	LOC101928294	20140206
LOC101928297	101928297	101928297				-	101928297	LOC101928297	20160609
LOC101928299	101928299	101928299				-	101928299	LOC101928299	20140206
LOC101928301	101928301	101928301				101060026	101928301	LOC101928301	20140206
LOC101928305	101928305	101928305				-	101928305	LOC101928305	20140206
LOC101928307	101928307	101928307	102723918	LOC102723918	20140826				
LOC101928308	101928308	101928308				-	101928308	LOC101928308	20140206
LOC101928310	101928310	101928310				-	101928310	LOC101928310	20150315
LOC101928312	101928312	101928312				-	101928312	LOC101928312	20150315
LOC101928313	101928313	101928313				-	101928313	LOC101928313	20140206
LOC101928315	101928315	101928315				-	101928315	LOC101928315	20140206
LOC101928318	101928318	101928318				-	101928318	LOC101928318	20160609
LOC101928319	101928319	101928319				-	101928319	LOC101928319	20150315
LOC101928320	101928320	101928320				-	101928320	LOC101928320	20140206
LOC101928321	101928321	101928321				-	101928321	LOC101928321	20140206
LOC101928325	101928325	101928325				-	101928325	LOC101928325	20150315
LOC101928329	101928329	101928329				-	101928329	LOC101928329	20150315
LOC101928330	101928330	101928330				727925	101928330	LOC101928330	20150315
LOC101928332	101928332	101928332				-	101928332	LOC101928332	20140206
LOC101928339	101928339	101928339				-	101928339	LOC101928339	20150315
LOC101928341	101928341	101928341				-	101928341	LOC101928341	20140206
LOC101928344	101928344	101928344	101928379	LOC101928379	20140206				
LOC101928344	101928344	101928344	105369157	LOC105369157	20160415				
LOC101928348	101928348	101928348				-	101928348	LOC101928348	20131105
LOC101928349	101928349	101928349				-	101928349	LOC101928349	20150315
LOC101928351	101928351	101928351	105374183	LOC105374183	20160609				
LOC101928354	101928354	101928354	105374941	LOC105374941	20160609				
LOC101928355	101928355	101928355				-	101928355	LOC101928355	20180329
LOC101928356	101928356	101928356				-	101928356	LOC101928356	20150315
LOC101928360	101928360	101928360				-	101928360	LOC101928360	20150315
LOC101928362	101928362	101928362	102724185	LOC102724185	20150315				
LOC101928362	101928362	101928362	105369675	LOC105369675	20160609				
LOC101928364	101928364	101928364				-	101928364	LOC101928364	20160609
LOC101928365	101928365	101928365				-	101928365	LOC101928365	20150315
LOC101928366	101928366	101928366				-	101928366	LOC101928366	20140206
LOC101928374	101928374	101928374				-	101928374	LOC101928374	20150315
LOC101928382	101928382	101928382				-	101928382	LOC101928382	20150315
LOC101928390	101928390	101928390				-	101928390	LOC101928390	20131105
LOC101928393	101928393	101928393				-	101928393	LOC101928393	20150315
LOC101928394	101928394	101928394				-	101928394	LOC101928394	20160609
LOC101928395	101928395	101928395				-	101928395	LOC101928395	20180329
LOC101928396	101928396	101928396				-	101928396	LOC101928396	20140206
LOC101928400	101928400	101928400				-	101928400	LOC101928400	20140206
LOC101928408	101928408	101928408				-	101928408	LOC101928408	20170406
LOC101928411	101928411	101928411				-	101928411	LOC101928411	20150315
LOC101928412	101928412	101928412				-	101928412	LOC101928412	20150315
LOC101928413	101928413	101928413				-	101928413	LOC101928413	20150315
LOC101928423	101928423	101928423				-	101928423	LOC101928423	20180329
LOC101928426	101928426	101928426				-	101928426	LOC101928426	20150315
LOC101928427	101928427	101928427				-	101928427	LOC101928427	20150315
LOC101928428	101928428	101928428				-	101928428	LOC101928428	20150315
LOC101928432	101928432	101928432				-	101928432	LOC101928432	20150315
LOC101928439	101928439	101928439				-	101928439	LOC101928439	20160609
LOC101928444	101928444	101928444				-	101928444	LOC101928444	20160609
LOC101928451	101928451	101928451	101930490	LOC101930490	20140206				
LOC101928451	101928451	101928451	101930494	LOC101930494	20140206				
LOC101928452	101928452	101928452				-	101928452	LOC101928452	20140206
LOC101928456	101928456	101928456				-	101928456	LOC101928456	20140206
LOC101928457	101928457	101928457				-	101928457	LOC101928457	20150315
LOC101928458	101928458	101928458				-	101928458	LOC101928458	20150315
LOC101928459	101928459	101928459				-	101928459	LOC101928459	20170603
LOC101928462	101928462	101928462	101928431	LOC101928431	20150315				
LOC101928467	101928467	101928467				-	101928467	LOC101928467	20160609
LOC101928468	101928468	101928468				-	101928468	LOC101928468	20160609
LOC101928477	101928477	101928477	105369462	LOC105369462	20160609				
LOC101928478	101928478	101928478	102723577	LOC102723577	20150315				
LOC101928479	101928479	101928479				-	101928479	LOC101928479	20150315
LOC101928480	101928480	101928480				-	101928480	LOC101928480	20140206
LOC101928482	101928482	101928482				-	101928482	LOC101928482	20150315
LOC101928483	101928483	101928483	286254	LOC286254	20170628				
LOC101928485	101928485	101928485				-	101928485	LOC101928485	20140401
LOC101928486	101928486	101928486				-	101928486	LOC101928486	20150315
LOC101928488	101928488	101928488				-	101928488	LOC101928488	20140206
LOC101928490	101928490	101928490				-	101928490	LOC101928490	20140206
LOC101928493	101928493	101928493				-	101928493	LOC101928493	20140206
LOC101928494	101928494	101928494				-	101928494	LOC101928494	20140206
LOC101928498	101928498	101928498				-	101928498	LOC101928498	20150315
LOC101928500	101928500	101928500				-	101928500	LOC101928500	20170520
LOC101928501	101928501	101928501				-	101928501	LOC101928501	20140206
LOC101928506	101928506	101928506				-	101928506	LOC101928506	20160609
LOC101928511	101928511	101928511				-	101928511	LOC101928511	20140206
LOC101928515	101928515	101928515				-	101928515	LOC101928515	20140206
LOC101928518	101928518	101928518				-	101928518	LOC101928518	20140206
LOC101928522	101928522	101928522				-	101928522	LOC101928522	20160609
LOC101928524	101928524	101928524	101928497	LOC101928497	20140206				
LOC101928528	101928528	101928528				-	101928528	LOC101928528	20140206
LOC101928531	101928531	101928531				-	101928531	LOC101928531	20160609
LOC101928532	101928532	101928532	100133683	LOC100133683	20140829				
LOC101928533	101928533	101928533				-	101928533	LOC101928533	20150315
LOC101928534	101928534	101928534				-	101928534	LOC101928534	20150315
LOC101928541	101928541	101928541				-	101928541	LOC101928541	20150315
LOC101928545	101928545	101928545	101928520	LOC101928520	20140206				
LOC101928546	101928546	101928546				-	101928546	LOC101928546	20160609
LOC101928547	101928547	101928547				-	101928547	LOC101928547	20160609
LOC101928552	101928552	101928552				-	101928552	LOC101928552	20160609
LOC101928553	101928553	101928553	107983978	LOC107983978	20180329				
LOC101928558	101928558	101928558				-	101928558	LOC101928558	20150315
LOC101928560	101928560	101928560				-	101928560	LOC101928560	20160609
LOC101928562	101928562	101928562				-	101928562	LOC101928562	20150315
LOC101928568	101928568	101928568				-	101928568	LOC101928568	20150315
LOC101928575	101928575	101928575				-	101928575	LOC101928575	20150315
LOC101928578	101928578	101928578	100130541	LOC100130541	20090807				
LOC101928579	101928579	101928579				-	101928579	LOC101928579	20150315
LOC101928581	101928581	101928581				-	101928581	LOC101928581	20150315
LOC101928583	101928583	101928583	105374213	LOC105374213	20160317				
LOC101928584	101928584	101928584				-	101928584	LOC101928584	20160609
LOC101928585	101928585	101928585				-	101928585	LOC101928585	20140206
LOC101928586	101928586	101928586				-	101928586	LOC101928586	20150315
LOC101928587	101928587	101928587				-	101928587	LOC101928587	20180329
LOC101928588	101928588	101928588				-	101928588	LOC101928588	20160609
LOC101928594	101928594	101928594				-	101928594	LOC101928594	20140206
LOC101928595	101928595	101928595	283901	LOC283901	20090303				
LOC101928598	101928598	101928598				-	101928598	LOC101928598	20150315
LOC101928606	101928606	101928606				-	101928606	LOC101928606	20140206
LOC101928608	101928608	101928608	102723731	LOC102723731	20150315				
LOC101928609	101928609	101928609				-	101928609	LOC101928609	20160609
LOC101928613	101928613	101928613				-	101928613	LOC101928613	20140206
LOC101928615	101928615	101928615				-	101928615	LOC101928615	20150315
LOC101928616	101928616	101928616	100874140	LINC00354	20140509				
LOC101928621	101928621	101928621				-	101928621	LOC101928621	20160609
LOC101928623	101928623	101928623				-	101928623	LOC101928623	20150315
LOC101928624	101928624	101928624				-	101928624	LOC101928624	20160609
LOC101928625	101928625	101928625				-	101928625	LOC101928625	20180329
LOC101928629	101928629	101928629				-	101928629	LOC101928629	20150315
LOC101928632	101928632	101928632				-	101928632	LOC101928632	20170603
LOC101928633	101928633	101928633				-	101928633	LOC101928633	20150315
LOC101928634	101928634	101928634				-	101928634	LOC101928634	20150315
LOC101928635	101928635	101928635				-	101928635	LOC101928635	20190130
LOC101928637	101928637	101928637				-	101928637	LOC101928637	20140206
LOC101928638	101928638	101928638	203235	C9orf141	20140801				
LOC101928639	101928639	101928639				-	101928639	LOC101928639	20170603
LOC101928640	101928640	101928640				-	101928640	LOC101928640	20140619
LOC101928643	101928643	101928643				-	101928643	LOC101928643	20150315
LOC101928644	101928644	101928644				-	101928644	LOC101928644	20140206
LOC101928645	101928645	101928645				-	101928645	LOC101928645	20160609
LOC101928647	101928647	101928647				-	101928647	LOC101928647	20150315
LOC101928648	101928648	101928648				-	101928648	LOC101928648	20150315
LOC101928652	101928652	101928652				-	101928652	LOC101928652	20160609
LOC101928653	101928653	101928653				-	101928653	LOC101928653	20140206
LOC101928654	101928654	101928654				-	101928654	LOC101928654	20150315
LOC101928655	101928655	101928655				-	101928655	LOC101928655	20150315
LOC101928657	101928657	101928657				-	101928657	LOC101928657	20150315
LOC101928660	101928660	101928660				-	101928660	LOC101928660	20150315
LOC101928662	101928662	101928662				-	101928662	LOC101928662	20150315
LOC101928664	101928664	101928664				-	101928664	LOC101928664	20140206
LOC101928666	101928666	101928666				-	101928666	LOC101928666	20150315
LOC101928668	101928668	101928668				-	101928668	LOC101928668	20170603
LOC101928670	101928670	101928670				-	101928670	LOC101928670	20150315
LOC101928671	101928671	101928671				-	101928671	LOC101928671	20180329
LOC101928672	101928672	101928672				-	101928672	LOC101928672	20140206
LOC101928673	101928673	101928673	100631377	LOC100631377	20140911				
LOC101928678	101928678	101928678				-	101928678	LOC101928678	20180329
LOC101928680	101928680	101928680				-	101928680	LOC101928680	20140206
LOC101928681	101928681	101928681				-	101928681	LOC101928681	20140206
LOC101928683	101928683	101928683				-	101928683	LOC101928683	20150315
LOC101928686	101928686	101928686				-	101928686	LOC101928686	20140206
LOC101928688	101928688	101928688	102724836	LOC102724836	20150315				
LOC101928691	101928691	101928691				729444	101928691	LOC101928691	20140206
LOC101928693	101928693	101928693				-	101928693	LOC101928693	20160609
LOC101928695	101928695	101928695				-	101928695	LOC101928695	20150315
LOC101928696	101928696	101928696	102724578	LOC102724578	20140611				
LOC101928697	101928697	101928697	645739	LOC645739	20140924				
LOC101928697	101928697	101928697	650459	LOC650459	20070619				
LOC101928699	101928699	101928699				-	101928699	LOC101928699	20150315
LOC101928702	101928702	101928702				-	101928702	LOC101928702	20170406
LOC101928704	101928704	101928704				-	101928704	LOC101928704	20180329
LOC101928706	101928706	101928706				-	101928706	LOC101928706	20150315
LOC101928713	101928713	101928713				-	101928713	LOC101928713	20150315
LOC101928719	101928719	101928719				-	101928719	LOC101928719	20170406
LOC101928722	101928722	101928722	101928758	LOC101928758	20150315				
LOC101928723	101928723	101928723				-	101928723	LOC101928723	20140206
LOC101928724	101928724	101928724				-	101928724	LOC101928724	20160609
LOC101928726	101928726	101928726				-	101928726	LOC101928726	20160609
LOC101928727	101928727	101928727				-	101928727	LOC101928727	20170520
LOC101928729	101928729	101928729				-	101928729	LOC101928729	20150315
LOC101928732	101928732	101928732				-	101928732	LOC101928732	20140206
LOC101928735	101928735	101928735	105369712	LOC105369712	20160609				
LOC101928740	101928740	101928740				-	101928740	LOC101928740	20150315
LOC101928746	101928746	101928746				-	101928746	LOC101928746	20150315
LOC101928747	101928747	101928747				-	101928747	LOC101928747	20160609
LOC101928750	101928750	101928750				-	101928750	LOC101928750	20140206
LOC101928752	101928752	101928752	101978784	LINC01043	20130829				
LOC101928753	101928753	101928753				-	101928753	LOC101928753	20140206
LOC101928754	101928754	101928754				-	101928754	LOC101928754	20150315
LOC101928755	101928755	101928755	101060139	LOC101060139	20140206				
LOC101928756	101928756	101928756				-	101928756	LOC101928756	20150315
LOC101928759	101928759	101928759				-	101928759	LOC101928759	20150315
LOC101928761	101928761	101928761				-	101928761	LOC101928761	20150315
LOC101928763	101928763	101928763				-	101928763	LOC101928763	20140206
LOC101928767	101928767	101928767	101928712	LOC101928712	20140206				
LOC101928771	101928771	101928771				-	101928771	LOC101928771	20140206
LOC101928774	101928774	101928774				-	101928774	LOC101928774	20150315
LOC101928777	101928777	101928777				-	101928777	LOC101928777	20160609
LOC101928779	101928779	101928779				-	101928779	LOC101928779	20150315
LOC101928780	101928780	101928780				-	101928780	LOC101928780	20170608
LOC101928783	101928783	101928783				-	101928783	LOC101928783	20150315
LOC101928787	101928787	101928787				-	101928787	LOC101928787	20150315
LOC101928790	101928790	101928790	100505598	PEX5L-AS2	20150807				
LOC101928790	101928790	101928790	100508508	LOC100508508	20110803				
LOC101928792	101928792	101928792				-	101928792	LOC101928792	20170406
LOC101928793	101928793	101928793				-	101928793	LOC101928793	20160609
LOC101928794	101928794	101928794	100506600	MAST4-AS1	20161019				
LOC101928798	101928798	101928798				-	101928798	LOC101928798	20150315
LOC101928800	101928800	101928800				-	101928800	LOC101928800	20150315
LOC101928801	101928801	101928801				-	101928801	LOC101928801	20150315
LOC101928802	101928802	101928802				-	101928802	LOC101928802	20140206
LOC101928806	101928806	101928806				-	101928806	LOC101928806	20150315
LOC101928810	101928810	101928810				-	101928810	LOC101928810	20160609
LOC101928811	101928811	101928811				-	101928811	LOC101928811	20160609
LOC101928814	101928814	101928814				-	101928814	LOC101928814	20160609
LOC101928815	101928815	101928815				-	101928815	LOC101928815	20180329
LOC101928818	101928818	101928818				-	101928818	LOC101928818	20160609
LOC101928821	101928821	101928821				-	101928821	LOC101928821	20140206
LOC101928826	101928826	101928826				-	101928826	LOC101928826	20150315
LOC101928828	101928828	101928828				-	101928828	LOC101928828	20150315
LOC101928829	101928829	101928829				-	101928829	LOC101928829	20170406
LOC101928830	101928830	101928830				-	101928830	LOC101928830	20150315
LOC101928835	101928835	101928835				-	101928835	LOC101928835	20140206
LOC101928838	101928838	101928838				-	101928838	LOC101928838	20150315
LOC101928839	101928839	101928839				-	101928839	LOC101928839	20150315
LOC101928841	101928841	101928841	122282	LOC122282	20050510				
LOC101928841	101928841	101928841	400169	DKFZp451A211	20150123				
LOC101928843	101928843	101928843				-	101928843	LOC101928843	20140206
LOC101928848	101928848	101928848				-	101928848	LOC101928848	20160609
LOC101928853	101928853	101928853				-	101928853	LOC101928853	20140305
LOC101928854	101928854	101928854				-	101928854	LOC101928854	20150315
LOC101928860	101928860	101928860				-	101928860	LOC101928860	20160609
LOC101928867	101928867	101928867				-	101928867	LOC101928867	20150315
LOC101928870	101928870	101928870				-	101928870	LOC101928870	20160609
LOC101928872	101928872	101928872				-	101928872	LOC101928872	20170406
LOC101928873	101928873	101928873				-	101928873	LOC101928873	20140206
LOC101928874	101928874	101928874				-	101928874	LOC101928874	20150315
LOC101928876	101928876	101928876				-	101928876	LOC101928876	20160609
LOC101928877	101928877	101928877	101928905	LOC101928905	20140830				
LOC101928877	101928877	101928877	101930437	LOC101930437	20140206				
LOC101928878	101928878	101928878				-	101928878	LOC101928878	20150315
LOC101928883	101928883	101928883				-	101928883	LOC101928883	20140206
