ZC3H4	ENST00000253048	9.3465e-01	1.0000e+00	1.8815e-22	2.3777e-09	0.0000e+00	ENSG00000130749
COL5A1	ENST00000371817	8.2708e-01	1.0000e+00	4.3256e-44	1.1548e-17	1.7445e-02	ENSG00000130635
SMARCA4	ENST00000429416	4.0437e-01	1.0000e+00	1.0441e-33	1.0968e-13	1.1662e-02	ENSG00000127616
TNPO1	ENST00000337273	4.4650e-01	1.0000e+00	5.6541e-22	3.7354e-09	0.0000e+00	ENSG00000083312
AGO1	ENST00000373204	3.1473e-01	1.0000e+00	1.4614e-21	5.5163e-09	0.0000e+00	ENSG00000092847
ARHGAP35	ENST00000404338	5.9861e-01	1.0000e+00	2.0461e-21	6.3336e-09	0.0000e+00	ENSG00000160007
LRP1	ENST00000243077	5.7297e-01	1.0000e+00	3.9855e-90	7.4545e-35	3.2397e-02	ENSG00000123384
TOP1	ENST00000361337	3.7928e-01	1.0000e+00	9.6410e-21	1.1968e-08	0.0000e+00	ENSG00000198900
TRIP12	ENST00000283943	5.9991e-01	1.0000e+00	1.7851e-40	3.5225e-16	1.8956e-02	ENSG00000153827
KMT2E	ENST00000311117	8.7190e-01	1.0000e+00	6.9932e-31	1.5859e-12	1.2722e-02	ENSG00000005483
HCFC1	ENST00000310441	4.6936e-01	1.0000e+00	2.8060e-20	1.8557e-08	0.0000e+00	ENSG00000172534
UBTF	ENST00000302904	3.7555e-01	1.0000e+00	1.4344e-20	1.4088e-08	0.0000e+00	ENSG00000108312
HUWE1	ENST00000342160	4.0105e-01	1.0000e+00	2.7173e-57	1.6307e-22	2.6088e-02	ENSG00000086758
KDM3B	ENST00000314358	5.4722e-01	1.0000e+00	2.5243e-31	1.0438e-12	1.2543e-02	ENSG00000120733
TRRAP	ENST00000359863	5.1961e-01	1.0000e+00	2.8580e-72	4.2959e-28	3.0535e-02	ENSG00000196367
GRIN2B	ENST00000609686	4.8103e-01	1.0000e+00	3.3812e-20	2.0033e-08	0.0000e+00	ENSG00000273079
USP7	ENST00000344836	3.6226e-01	1.0000e+00	2.5811e-30	2.7108e-12	1.2958e-02	ENSG00000187555
ATP1A3	ENST00000545399	2.9287e-01	1.0000e+00	1.0906e-19	3.2400e-08	0.0000e+00	ENSG00000105409
ASH1L	ENST00000392403	7.5320e-01	1.0000e+00	2.9008e-47	1.1080e-18	2.3938e-02	ENSG00000116539
ANKRD17	ENST00000358602	5.9073e-01	1.0000e+00	1.0579e-38	1.8821e-15	1.9796e-02	ENSG00000132466
SMC1A	ENST00000322213	1.9623e-01	1.0000e+00	7.4568e-20	2.7718e-08	0.0000e+00	ENSG00000072501
NPEPPS	ENST00000322157	4.7911e-01	1.0000e+00	8.2684e-20	2.8919e-08	0.0000e+00	ENSG00000141279
CHERP	ENST00000546361	4.9972e-01	1.0000e+00	7.8368e-20	2.8289e-08	0.0000e+00	ENSG00000085872
MED13L	ENST00000281928	6.9999e-01	1.0000e+00	1.1015e-37	4.9248e-15	2.0314e-02	ENSG00000123066
RPRD2	ENST00000369068	7.8796e-01	1.0000e+00	3.5435e-19	5.2558e-08	0.0000e+00	ENSG00000163125
KMT2A	ENST00000534358	6.1462e-01	1.0000e+00	3.7757e-59	5.4303e-23	3.1118e-02	ENSG00000118058
CREBBP	ENST00000262367	7.0864e-01	1.0000e+00	1.6732e-44	1.5067e-17	2.5349e-02	ENSG00000005339
SF3B1	ENST00000335508	1.9478e-01	1.0000e+00	2.5569e-28	1.7885e-11	1.3864e-02	ENSG00000115524
EIF3B	ENST00000360876	7.5396e-01	1.0000e+00	1.8312e-18	1.0315e-07	0.0000e+00	ENSG00000106263
PPFIA1	ENST00000253925	8.8692e-01	1.0000e+00	8.8207e-28	2.9736e-11	1.4130e-02	ENSG00000131626
ZSWIM6	ENST00000252744	5.0875e-01	1.0000e+00	2.3823e-18	1.1492e-07	0.0000e+00	ENSG00000130449
PRPF3	ENST00000324862	4.3524e-01	1.0000e+00	4.3485e-18	1.4712e-07	0.0000e+00	ENSG00000117360
KAT6A	ENST00000396930	8.2580e-01	1.0000e+00	5.8470e-35	6.4726e-14	2.1841e-02	ENSG00000083168
KMT2B	ENST00000222270	7.5854e-01	1.0000e+00	8.8476e-42	1.9772e-16	2.6915e-02	ENSG00000272333
SIN3A	ENST00000394947	5.3836e-01	1.0000e+00	1.8628e-26	1.0402e-10	1.4832e-02	ENSG00000169375
CHD2	ENST00000394196	5.3257e-01	1.0000e+00	1.3702e-41	2.3661e-16	2.7031e-02	ENSG00000173575
ARID1A	ENST00000324856	6.9981e-01	1.0000e+00	5.8735e-34	1.6689e-13	2.2463e-02	ENSG00000117713
GLTSCR1L	ENST00000314073	7.6949e-01	1.0000e+00	2.3803e-17	2.9565e-07	0.0000e+00	ENSG00000112624
SCN1A	ENST00000303395	5.5103e-01	1.0000e+00	9.6864e-34	2.0494e-13	2.2602e-02	ENSG00000144285
MED12	ENST00000374080	3.8205e-01	1.0000e+00	8.1811e-34	1.9121e-13	2.2555e-02	ENSG00000184634
TJP1	ENST00000346128	8.6024e-01	1.0000e+00	1.0513e-33	2.1195e-13	2.2625e-02	ENSG00000104067
SPEN	ENST00000375759	8.2093e-01	1.0000e+00	1.1550e-47	1.4629e-18	3.1010e-02	ENSG00000065526
WDFY3	ENST00000295888	6.2316e-01	1.0000e+00	2.2288e-66	2.1718e-25	3.7990e-02	ENSG00000163625
HDAC6	ENST00000334136	5.8158e-01	1.0000e+00	4.0672e-17	3.6838e-07	0.0000e+00	ENSG00000094631
EHMT1	ENST00000460843	8.8468e-01	1.0000e+00	6.1453e-26	1.6979e-10	1.5126e-02	ENSG00000181090
JMJD1C	ENST00000399262	8.8150e-01	1.0000e+00	2.6234e-40	7.9501e-16	2.7844e-02	ENSG00000171988
MAP3K12	ENST00000547035	6.3273e-01	1.0000e+00	3.4653e-17	3.4494e-07	0.0000e+00	ENSG00000139625
GGNBP2	ENST00000304718	5.3172e-01	1.0000e+00	5.5629e-17	4.1892e-07	0.0000e+00	ENSG00000005955
CASK	ENST00000378166	3.6955e-01	1.0000e+00	4.8829e-17	3.9709e-07	0.0000e+00	ENSG00000147044
TLE3	ENST00000558939	5.1897e-01	1.0000e+00	6.1128e-17	4.3545e-07	0.0000e+00	ENSG00000140332
CHD6	ENST00000373233	7.0890e-01	1.0000e+00	1.6947e-46	4.4067e-18	3.1735e-02	ENSG00000124177
UBR5	ENST00000520539	5.5278e-01	1.0000e+00	1.8927e-58	2.0282e-22	3.7137e-02	ENSG00000104517
EIF4G1	ENST00000424196	7.9333e-01	1.0000e+00	3.0322e-32	8.4259e-13	2.3611e-02	ENSG00000114867
NBEA	ENST00000400445	5.9545e-01	1.0000e+00	8.0696e-52	5.5463e-20	3.5174e-02	ENSG00000172915
SMARCA5	ENST00000283131	3.5469e-01	1.0000e+00	5.3457e-25	4.1267e-10	1.5690e-02	ENSG00000153147
TSC2	ENST00000219476	1.0284e+00	1.0000e+00	1.5445e-32	6.3876e-13	2.3406e-02	ENSG00000103197
SUPT5H	ENST00000599117	5.1145e-01	1.0000e+00	2.7612e-25	3.1464e-10	1.5513e-02	ENSG00000196235
GREB1L	ENST00000580732	5.2328e-01	1.0000e+00	4.6032e-32	1.0001e-12	2.3739e-02	ENSG00000141449
PTCH1	ENST00000331920	8.3764e-01	1.0000e+00	8.3006e-25	4.9438e-10	1.5809e-02	ENSG00000185920
CHD7	ENST00000423902	7.7481e-01	1.0000e+00	4.2528e-50	2.8241e-19	3.6285e-02	ENSG00000171316
RAD54L2	ENST00000409535	6.9766e-01	1.0000e+00	1.8097e-24	6.8080e-10	1.6026e-02	ENSG00000164080
CNOT3	ENST00000406403	5.0409e-01	1.0000e+00	2.1222e-16	7.2586e-07	0.0000e+00	ENSG00000088038
AHDC1	ENST00000374011	7.4823e-01	1.0000e+00	3.1422e-16	8.5277e-07	0.0000e+00	ENSG00000126705
U2SURP	ENST00000473835	4.8696e-01	1.0000e+00	5.2923e-24	1.0577e-09	1.6335e-02	ENSG00000163714
RBM25	ENST00000261973	4.4709e-01	1.0000e+00	3.2904e-24	8.7019e-10	1.6196e-02	ENSG00000119707
GIGYF2	ENST00000409451	7.6306e-01	1.0000e+00	2.7647e-37	1.3847e-14	2.9970e-02	ENSG00000204120
MBTD1	ENST00000586178	4.6169e-01	1.0000e+00	4.1547e-16	9.5637e-07	0.0000e+00	ENSG00000011258
DCAF5	ENST00000341516	6.5593e-01	1.0000e+00	5.8390e-16	1.0998e-06	0.0000e+00	ENSG00000139990
SUV420H1	ENST00000304363	6.4079e-01	1.0000e+00	6.7461e-16	1.1669e-06	0.0000e+00	ENSG00000110066
RABGAP1	ENST00000373647	6.4972e-01	1.0000e+00	6.0114e-24	1.1145e-09	1.6372e-02	ENSG00000011454
KHSRP	ENST00000398148	4.5019e-01	1.0000e+00	6.0666e-16	1.1172e-06	0.0000e+00	ENSG00000088247
TM9SF2	ENST00000376387	5.1768e-01	1.0000e+00	8.7084e-16	1.2959e-06	0.0000e+00	ENSG00000125304
MATR3	ENST00000394805	6.3884e-01	1.0000e+00	1.1199e-15	1.4369e-06	0.0000e+00	ENSG00000015479
PHF21A	ENST00000418153	5.8696e-01	1.0000e+00	1.6817e-15	1.6979e-06	0.0000e+00	ENSG00000135365
NAV1	ENST00000367296	6.4706e-01	1.0000e+00	7.2948e-30	8.0023e-12	2.5417e-02	ENSG00000134369
HIVEP2	ENST00000367603	8.5807e-01	1.0000e+00	6.4328e-30	7.5996e-12	2.5372e-02	ENSG00000010818
OGT	ENST00000373719	2.0421e-01	1.0000e+00	1.7972e-15	1.7448e-06	0.0000e+00	ENSG00000147162
RBBP6	ENST00000319715	8.6299e-01	1.0000e+00	9.1474e-30	8.7814e-12	2.5497e-02	ENSG00000122257
GTPBP4	ENST00000360803	9.8850e-01	1.0000e+00	1.2878e-15	1.5217e-06	0.0000e+00	ENSG00000107937
MYBL1	ENST00000522677	6.8087e-01	1.0000e+00	1.3699e-15	1.5608e-06	0.0000e+00	ENSG00000185697
TEX11	ENST00000395889	7.0081e-01	1.0000e+00	1.7105e-15	1.7098e-06	0.0000e+00	ENSG00000120498
DYNC1H1	ENST00000360184	3.9401e-01	1.0000e+00	1.6827e-79	1.2281e-29	4.8236e-02	ENSG00000197102
SBNO1	ENST00000420886	6.5298e-01	1.0000e+00	1.2228e-29	9.8927e-12	2.5601e-02	ENSG00000139697
THOC2	ENST00000245838	3.3023e-01	1.0000e+00	4.2824e-23	2.4954e-09	1.6971e-02	ENSG00000125676
PRKCB	ENST00000303531	4.4513e-01	1.0000e+00	2.2492e-15	1.9131e-06	0.0000e+00	ENSG00000166501
INO80	ENST00000361937	6.6284e-01	1.0000e+00	1.5040e-35	7.1428e-14	3.1343e-02	ENSG00000128908
TAF4	ENST00000252996	6.4267e-01	1.0000e+00	2.3639e-15	1.9526e-06	0.0000e+00	ENSG00000130699
FLNA	ENST00000369850	6.9814e-01	1.0000e+00	5.3088e-29	1.8076e-11	2.6140e-02	ENSG00000196924
TRIM28	ENST00000253024	6.9805e-01	1.0000e+00	3.2705e-15	2.2310e-06	0.0000e+00	ENSG00000130726
CHD8	ENST00000399982	5.5921e-01	1.0000e+00	1.3032e-46	7.6235e-18	3.8764e-02	ENSG00000100888
RBM33	ENST00000401878	8.0375e-01	1.0000e+00	1.3196e-22	3.9608e-09	1.7334e-02	ENSG00000184863
SNRNP200	ENST00000323853	5.1474e-01	1.0000e+00	8.1144e-41	9.4631e-16	3.5815e-02	ENSG00000144028
XPO6	ENST00000304658	6.1388e-01	1.0000e+00	1.1698e-22	3.7697e-09	1.7294e-02	ENSG00000169180
SMARCAD1	ENST00000359052	5.7327e-01	1.0000e+00	1.6799e-22	4.3735e-09	1.7414e-02	ENSG00000163104
FRMPD4	ENST00000380682	7.6420e-01	1.0000e+00	5.9400e-15	2.8504e-06	0.0000e+00	ENSG00000169933
MACF1	ENST00000545844	8.1865e-01	1.0000e+00	4.8154e-108	2.3186e-39	5.6465e-02	ENSG00000127603
WAC	ENST00000354911	7.6943e-01	1.0000e+00	6.3915e-15	2.9374e-06	0.0000e+00	ENSG00000095787
BRWD3	ENST00000373275	5.4030e-01	1.0000e+00	1.4962e-28	2.7659e-11	2.6535e-02	ENSG00000165288
C17orf104	ENST00000409122	7.6376e-01	1.0000e+00	8.6266e-15	3.3222e-06	0.0000e+00	ENSG00000180336
ATP2B1	ENST00000428670	4.1634e-01	1.0000e+00	4.7256e-22	6.6870e-09	1.7765e-02	ENSG00000070961
EIF4G2	ENST00000526148	6.2085e-01	1.0000e+00	8.7343e-22	8.6050e-09	1.7981e-02	ENSG00000110321
ZNF462	ENST00000277225	7.4905e-01	1.0000e+00	9.0291e-34	3.8368e-13	3.2888e-02	ENSG00000148143
WDR26	ENST00000414423	4.6877e-01	1.0000e+00	1.1098e-14	3.6842e-06	0.0000e+00	ENSG00000162923
CUL4B	ENST00000404115	4.0116e-01	1.0000e+00	1.0967e-14	3.6662e-06	0.0000e+00	ENSG00000158290
TRIM33	ENST00000358465	4.6512e-01	1.0000e+00	1.6231e-21	1.1098e-08	1.8203e-02	ENSG00000197323
STXBP1	ENST00000373302	3.6068e-01	1.0000e+00	1.5180e-14	4.1897e-06	0.0000e+00	ENSG00000136854
TOPBP1	ENST00000260810	7.9923e-01	1.0000e+00	1.4108e-27	6.9485e-11	2.7431e-02	ENSG00000163781
NF2	ENST00000338641	6.4235e-01	1.0000e+00	1.7427e-14	4.4341e-06	0.0000e+00	ENSG00000186575
TET3	ENST00000409262	7.4212e-01	1.0000e+00	1.3753e-21	1.0368e-08	1.8143e-02	ENSG00000187605
MN1	ENST00000302326	7.7959e-01	9.9999e-01	2.6613e-14	5.2758e-06	0.0000e+00	ENSG00000169184
SUPT6H	ENST00000314616	5.4877e-01	1.0000e+00	1.8431e-38	8.7776e-15	3.7832e-02	ENSG00000109111
RP11-762I7.5	ENST00000546837	6.2468e-01	1.0000e+00	1.8926e-14	4.5868e-06	0.0000e+00	ENSG00000257390
NHS	ENST00000380060	7.9453e-01	9.9999e-01	2.4194e-14	5.0733e-06	0.0000e+00	ENSG00000188158
RPS6KA3	ENST00000379565	2.3277e-01	9.9999e-01	2.4476e-14	5.0975e-06	0.0000e+00	ENSG00000177189
MYT1L	ENST00000428368	5.0209e-01	1.0000e+00	2.6658e-21	1.3605e-08	1.8386e-02	ENSG00000186487
UBP1	ENST00000283629	5.1555e-01	9.9999e-01	3.3705e-14	5.8131e-06	0.0000e+00	ENSG00000153560
PLCL2	ENST00000418129	5.9678e-01	9.9999e-01	3.7020e-14	6.0414e-06	0.0000e+00	ENSG00000154822
SPTBN1	ENST00000356805	6.5973e-01	1.0000e+00	8.3219e-43	2.7819e-16	4.1887e-02	ENSG00000115306
MYH9	ENST00000216181	7.1201e-01	1.0000e+00	6.1649e-38	1.4410e-14	3.8313e-02	ENSG00000100345
ZDHHC5	ENST00000287169	7.5135e-01	9.9999e-01	3.0726e-14	5.5964e-06	0.0000e+00	ENSG00000156599
LUC7L3	ENST00000505658	5.3029e-01	9.9999e-01	4.4741e-14	6.5299e-06	0.0000e+00	ENSG00000108848
COPB2	ENST00000333188	6.6925e-01	1.0000e+00	6.9126e-21	2.0118e-08	1.8746e-02	ENSG00000184432
DNAJC14	ENST00000357606	7.8081e-01	9.9999e-01	4.4984e-14	6.5444e-06	0.0000e+00	ENSG00000135392
RNF17	ENST00000255324	8.2604e-01	1.0000e+00	2.7010e-32	1.5484e-12	3.4290e-02	ENSG00000132972
ANK3	ENST00000280772	8.3627e-01	1.0000e+00	1.2830e-56	4.2523e-21	4.9308e-02	ENSG00000151150
F8	ENST00000360256	7.6099e-01	1.0000e+00	1.4098e-26	1.7877e-10	2.8416e-02	ENSG00000185010
TM9SF3	ENST00000371142	4.2272e-01	9.9999e-01	7.1836e-14	7.9310e-06	0.0000e+00	ENSG00000077147
DLG3	ENST00000374360	5.5698e-01	9.9999e-01	5.3614e-14	7.0334e-06	0.0000e+00	ENSG00000082458
MGA	ENST00000219905	9.2134e-01	1.0000e+00	9.1802e-42	7.4538e-16	4.2833e-02	ENSG00000174197
ANKRD52	ENST00000267116	5.0223e-01	1.0000e+00	1.1165e-20	2.4494e-08	1.8933e-02	ENSG00000139645
STAG2	ENST00000218089	3.4031e-01	1.0000e+00	1.0890e-20	2.4245e-08	1.8923e-02	ENSG00000101972
SATB2	ENST00000417098	4.4061e-01	9.9999e-01	7.5411e-14	8.0908e-06	0.0000e+00	ENSG00000119042
USP34	ENST00000398571	8.4442e-01	1.0000e+00	1.7900e-68	4.1321e-25	5.4952e-02	ENSG00000115464
MAP3K2	ENST00000409947	6.3308e-01	9.9999e-01	7.7873e-14	8.1981e-06	0.0000e+00	ENSG00000169967
PREX1	ENST00000371941	6.7076e-01	1.0000e+00	2.0524e-31	3.5600e-12	3.5185e-02	ENSG00000124126
MED14	ENST00000324817	4.8813e-01	1.0000e+00	3.0032e-20	3.6769e-08	1.9330e-02	ENSG00000180182
CYFIP2	ENST00000521420	3.7447e-01	1.0000e+00	9.9103e-26	3.9810e-10	2.9307e-02	ENSG00000055163
ZNF407	ENST00000299687	9.3187e-01	1.0000e+00	8.8030e-26	3.7920e-10	2.9252e-02	ENSG00000215421
KPNB1	ENST00000290158	2.3117e-01	1.0000e+00	2.8341e-20	3.5905e-08	1.9307e-02	ENSG00000108424
ETV5	ENST00000306376	6.7652e-01	9.9999e-01	1.0822e-13	9.3842e-06	0.0000e+00	ENSG00000244405
CUL2	ENST00000537177	5.4222e-01	1.0000e+00	5.7726e-20	4.8083e-08	1.9602e-02	ENSG00000108094
HNRNPM	ENST00000325495	6.4274e-01	9.9999e-01	1.7250e-13	1.1364e-05	0.0000e+00	ENSG00000099783
PIAS1	ENST00000249636	5.8948e-01	9.9999e-01	2.1332e-13	1.2399e-05	0.0000e+00	ENSG00000033800
DAAM2	ENST00000398904	8.5671e-01	1.0000e+00	9.7853e-20	5.9715e-08	1.9827e-02	ENSG00000146122
EFTUD2	ENST00000426333	5.2183e-01	1.0000e+00	1.0206e-19	6.0757e-08	1.9846e-02	ENSG00000108883
YTHDC1	ENST00000344157	6.5579e-01	1.0000e+00	8.9449e-20	5.7554e-08	1.9789e-02	ENSG00000083896
NCBP1	ENST00000375147	5.2155e-01	1.0000e+00	1.0972e-19	6.2589e-08	1.9877e-02	ENSG00000136937
TCF20	ENST00000359486	9.9225e-01	1.0000e+00	5.3979e-25	7.9838e-10	3.0129e-02	ENSG00000100207
DLL1	ENST00000366756	7.5713e-01	9.9999e-01	2.6777e-13	1.3612e-05	0.0000e+00	ENSG00000198719
UBR4	ENST00000375254	7.0065e-01	1.0000e+00	7.2140e-85	2.0413e-30	6.2772e-02	ENSG00000127481
STAT3	ENST00000264657	3.1301e-01	1.0000e+00	1.2829e-19	6.6739e-08	1.9945e-02	ENSG00000168610
IGF2BP3	ENST00000258729	6.6995e-01	9.9999e-01	2.8563e-13	1.3977e-05	0.0000e+00	ENSG00000136231
NSD1	ENST00000439151	7.4594e-01	1.0000e+00	2.3901e-39	7.3124e-15	4.5197e-02	ENSG00000165671
SRCAP	ENST00000262518	8.6247e-01	1.0000e+00	1.6024e-43	2.7258e-16	4.8453e-02	ENSG00000080603
ZNF777	ENST00000247930	6.2712e-01	9.9998e-01	4.3282e-13	1.6578e-05	0.0000e+00	ENSG00000196453
HNRNPK	ENST00000376263	3.3039e-01	9.9998e-01	4.6876e-13	1.7130e-05	0.0000e+00	ENSG00000165119
SCAF8	ENST00000367178	7.9829e-01	1.0000e+00	1.1684e-24	1.0962e-09	3.0519e-02	ENSG00000213079
ARID2	ENST00000334344	7.5151e-01	1.0000e+00	1.6698e-29	2.1664e-11	3.7297e-02	ENSG00000189079
CCT3	ENST00000295688	8.2199e-01	9.9998e-01	5.7717e-13	1.8657e-05	0.0000e+00	ENSG00000163468
COL5A2	ENST00000374866	7.6898e-01	1.0000e+00	4.9389e-34	5.7713e-13	4.2311e-02	ENSG00000204262
PHC3	ENST00000495893	7.9108e-01	1.0000e+00	3.2523e-19	9.7776e-08	2.0360e-02	ENSG00000173889
GATAD2B	ENST00000368655	5.2311e-01	9.9998e-01	6.1369e-13	1.9133e-05	0.0000e+00	ENSG00000143614
FBXO11	ENST00000403359	4.3588e-01	1.0000e+00	4.0485e-19	1.0697e-07	2.0460e-02	ENSG00000138081
NOTCH1	ENST00000277541	7.6310e-01	1.0000e+00	1.9300e-38	1.7238e-14	4.6153e-02	ENSG00000148400
COL3A1	ENST00000304636	6.0583e-01	1.0000e+00	1.0947e-33	8.0016e-13	4.2706e-02	ENSG00000168542
PPP3CB	ENST00000394829	3.5977e-01	9.9998e-01	7.0347e-13	2.0236e-05	0.0000e+00	ENSG00000107758
ILF3	ENST00000449870	6.8060e-01	1.0000e+00	6.1028e-19	1.2660e-07	2.0650e-02	ENSG00000129351
PLEKHA5	ENST00000429027	8.6518e-01	1.0000e+00	5.9484e-29	3.6496e-11	3.7955e-02	ENSG00000052126
ZNF521	ENST00000361524	7.4354e-01	1.0000e+00	5.6929e-19	1.2304e-07	2.0618e-02	ENSG00000198795
TAB2	ENST00000367456	7.6006e-01	9.9998e-01	7.2802e-13	2.0523e-05	0.0000e+00	ENSG00000055208
CTNND2	ENST00000304623	7.0388e-01	1.0000e+00	3.2069e-24	1.6592e-09	3.1044e-02	ENSG00000169862
DDX5	ENST00000225792	5.8176e-01	9.9998e-01	7.8080e-13	2.1121e-05	0.0000e+00	ENSG00000108654
ACTN4	ENST00000252699	5.0275e-01	1.0000e+00	7.8657e-19	1.4050e-07	2.0770e-02	ENSG00000130402
UPF2	ENST00000356352	6.5314e-01	1.0000e+00	8.0335e-24	2.4190e-09	3.1537e-02	ENSG00000151461
CARM1	ENST00000327064	3.7199e-01	9.9998e-01	1.0029e-12	2.3408e-05	0.0000e+00	ENSG00000142453
PAXIP1	ENST00000404141	6.0547e-01	1.0000e+00	7.3674e-24	2.3346e-09	3.1490e-02	ENSG00000157212
BPTF	ENST00000306378	7.2743e-01	1.0000e+00	4.9469e-46	4.8949e-17	5.2698e-02	ENSG00000171634
EP300	ENST00000263253	8.4290e-01	1.0000e+00	4.8779e-42	1.1079e-15	4.9966e-02	ENSG00000100393
FBXL19	ENST00000380310	4.6171e-01	9.9997e-01	1.4294e-12	2.7073e-05	0.0000e+00	ENSG00000099364
CREBRF	ENST00000296953	6.3511e-01	9.9997e-01	1.2242e-12	2.5404e-05	0.0000e+00	ENSG00000164463
HDAC2	ENST00000519065	2.9884e-01	9.9997e-01	1.3961e-12	2.6812e-05	0.0000e+00	ENSG00000196591
SP1	ENST00000327443	8.4499e-01	9.9997e-01	1.2143e-12	2.5319e-05	0.0000e+00	ENSG00000185591
MAPK8IP2	ENST00000329492	6.6915e-01	9.9997e-01	1.3393e-12	2.6359e-05	0.0000e+00	ENSG00000008735
AP2A1	ENST00000359032	4.9660e-01	1.0000e+00	2.1891e-18	2.1389e-07	2.1266e-02	ENSG00000196961
ARCN1	ENST00000264028	6.5290e-01	9.9997e-01	1.4627e-12	2.7330e-05	0.0000e+00	ENSG00000095139
SPTAN1	ENST00000372739	5.8150e-01	1.0000e+00	4.6015e-49	5.3715e-18	5.5885e-02	ENSG00000197694
RPTOR	ENST00000306801	5.3330e-01	1.0000e+00	4.4127e-28	8.3089e-11	3.9042e-02	ENSG00000141564
CAND1	ENST00000545606	5.3484e-01	1.0000e+00	2.0520e-18	2.0828e-07	2.1234e-02	ENSG00000111530
COPS2	ENST00000299259	2.1745e-01	9.9997e-01	1.5693e-12	2.8131e-05	0.0000e+00	ENSG00000166200
SALL4	ENST00000217086	8.7791e-01	9.9997e-01	1.6159e-12	2.8471e-05	0.0000e+00	ENSG00000101115
CACNA1C	ENST00000347598	4.9513e-01	1.0000e+00	3.1876e-36	1.4028e-13	4.8672e-02	ENSG00000151067
ARID1B	ENST00000346085	7.9124e-01	1.0000e+00	2.8170e-32	3.0356e-12	4.4396e-02	ENSG00000049618
PSMD2	ENST00000310118	6.1262e-01	1.0000e+00	4.2355e-18	2.8046e-07	2.1599e-02	ENSG00000175166
PSMD3	ENST00000264639	6.4848e-01	9.9997e-01	2.3179e-12	3.3016e-05	0.0000e+00	ENSG00000108344
KMT2D	ENST00000301067	8.1238e-01	1.0000e+00	7.6026e-74	3.5506e-26	6.6852e-02	ENSG00000167548
UBAP2L	ENST00000428931	6.2078e-01	1.0000e+00	5.1918e-23	5.2041e-09	3.2590e-02	ENSG00000143569
ZNF148	ENST00000360647	5.1390e-01	9.9997e-01	2.5180e-12	3.4158e-05	0.0000e+00	ENSG00000163848
BTK	ENST00000308731	2.8493e-01	9.9996e-01	2.6933e-12	3.5114e-05	0.0000e+00	ENSG00000010671
RRM1	ENST00000300738	4.5741e-01	1.0000e+00	4.4929e-18	2.8733e-07	2.1629e-02	ENSG00000167325
PPP2R5E	ENST00000337537	3.1471e-01	9.9997e-01	2.4709e-12	3.3893e-05	0.0000e+00	ENSG00000154001
