?Al-Gazali-Bakalinova_syndrome,_607131_(3)	KIF7,_HLS2,_ACLS,_JBTS12,_AGBK	611254	15q26.1
?Alopecia,_neurologic_defects,_and_endocrinopathy_syndrome,_612079_(3)	RBM28,_ANES	612074	7q32.1
?Amelogenesis_imperfecta,_type_IE,_X-linked_2_(2)	AI1E2,_AIH3	301201	Xq22-q28
?Amelogenesis_imperfecta,_type_IIIB,_617607_(3)	AMTN,_AI3B	610912	4q13.3
?Amyloidosis,_familial_visceral,_105200_(3)	B2M,_IMD43	109700	15q21.1
?Amyotrophic_lateral_sclerosis_16,_juvenile,_614373_(3)	SIGMAR1,_SRBP,_ALS16,_DSMA2	601978	9p13.3
?Anal_canal_carcinoma_(2)	ANC	105580	11q22-qter
?Anemia,_hypochromic_microcytic,_with_iron_overload_2,_615234_(3)	STEAP3,_TSAP6,_AHMIO2	609671	2q14.2
?Anencephaly,_206500_(3)	TRIM36,_RBCC728,_ANPH	609317	5q22.3
?Anhidrosis,_isolated,_with_normal_sweat_glands,_106190_(3)	ITPR2,_ANHD	600144	12p11.23
?Aniridia_2,_617141_(3)	ELP4,_PAX6NEB,_AN2	606985	11p13
?Aniridia_3,_617142_(3)	TRIM44,_AN3	612298	11p13
?Antiphospholipid_syndrome,_familial_(2)	ATPLS	107320	6p21.3
?Aplasia_cutis_congenita,_nonsyndromic,_107600_(3)	BMS1,_BMS1L,_KIAA0187,_ACC	611448	10q11.21
?Arthrogryposis,_Perthes_disease,_and_upward_gaze_palsy,_614262_(3)	NEK9,_NERCC1,_LCCS10,_APUG,_NC	609798	14q24.3
?Arthrogryposis,_mental_retardation,_and_seizures,_615553_(3)	SLC35A3,_AMRS	605632	1p21.2
?Ataxia,_combined_cerebellar_and_peripheral,_with_hearing_loss_and_diabetes_mellitus,_616192_(3)	DNAJC3,_PRKRI,_P58,_ACPHD	601184	13q32.1
?Ataxia-telangiectasia-like_disorder_2,_615919_(3)	PCNA,_ATLD2	176740	20p12.3
?Atrial_fibrillation_15,_615770_(3)	NUP155,_KIAA0791,_ATFB15	606694	5p13.2
?Atrial_fibrillation,_familial,_18,_617280_(3)	MYL4	160770	17q21.32
?Autoimmune_lymphoproliferative_syndrome,_type_IIB,_607271_(3)	CASP8,_MCH5,_ALPS2B	601763	2q33.1
?Avascular_necrosis_of_femoral_head,_primary,_2,_617383_(3)	TRPV4,_VROAC,_HMSN2C,_CMT2C,_SPSMA,_SSQTL1,_SMAL,_BCYM3	605427	12q24.11
?Bardet-Biedl_syndrome_11,_615988_(3)	TRIM32,_HT2A,_LGMD2H,_BBS11	602290	9q33.1
?Bardet-Biedl_syndrome_14,_615991_(3)	CEP290,_KIAA0373,_3H11AG,_JBTS5,_SLSN6,_LCA10,_BBS14	610142	12q21.32
?Bardet-Biedl_syndrome_15,_615992_(3)	WDPCP,_C2orf86,_BBS15,_CHDTHP	613580	2p15
?Bardet-Biedl_syndrome_18,_615995_(3)	BBIP1,_NCRNA00081,_BBIP10,_BBS18	613605	10q25.2
?Bardet-Biedl_syndrome_19,_615996_(3)	IFT27,_RABL4,_BBS19	615870	22q12.3
?Bardet-Biedl_syndrome_20,_617119_(3)	IFT74,_CCDC2,_CMG1,_BBS20	608040	9p21.2
?Bile_acid_synthesis_defect,_congenital,_5,_616278_(3)	ABCD3,_PXMP1,_PMP70,_CBAS5	170995	1p21.3
?Birk-Landau-Perez_syndrome,_617595_(3)	SLC30A9,_C4orf1,_HUEL,_BILAPES	604604	4p13
?Bleeding_disorder,_platelet-type,_18,_615888_(3)	RASGRP2,_CDC25L	605577	11q13.1
?Bleeding_disorder,_platelet-type,_19,_616176_(3)	PRKACG,_BDPLT19	176893	9q21.11
?Brachydactyly-syndactyly_syndrome,_610713_(3)	HOXD13,_HOX4I,_SPD1,_BDSD	142989	2q31.1
?Breasts_and/or_nipples,_aplasia_or_hypoplasia_of,_2,_616001_(3)	PTPRF,_LAR,_BNAH2	179590	1p34.2
?CHARGE_syndrome,_214800_(3)	SEMA3E,_SEMAH,_KIAA0331	608166	7q21.11
?Camptosynpolydactyly,_complex,_607539_(3)	BHLHA9,_BHLHF42,_MSSD,_CCSPD	615416	17p13.3
?Candidiasis,_familial,_6,_autosomal_dominant,_613956_(3)	IL17F,_ML1,_CANDF6	606496	6p12.2
?Candidiasis,_familial,_8,_615527_(3)	TRAF3IP2,_C6orf5,_ACT1,_CIKS,_C6orf4,_C6orf6,_PSORS13,_CANDF8	607043	6q21
?Cardiac_conduction_disease_with_or_without_dilated_cardiomyopathy,_616117_(3)	TNNI3K,_CCDD	613932	1p31.1
?Cardioencephalomyopathy,_fatal_infantile,_due_to_cytochrome_c_oxidase_deficiency_3,_616500_(3)	COA5,_C2orf64,_PET191,_CEMCOX3	613920	2q11.2
?Cardiomyopathy,_dilated,_1M,_607482_(3)	CSRP3,_CRP3,_CLP,_CMD1M,_CMH12	600824	11p15.1
?Cardiomyopathy,_dilated,_2A,_611880_(3)	TNNI3,_CMH7,_CMD2A,_RCM1,_CMD1FF	191044	19q13.42
?Cardiomyopathy,_dilated,_2B,_614672_(3)	GATAD1,_ODAG,_CMD2B	614518	7q21.2
?Cardiomyopathy,_hypertrophic,_19,_613875_(3)	CALR3,_CRT2,_CMH19	611414	19p13.11
?Carnitine_acetyltransferase_deficiency_(1)	CRAT,_CAT1	600184	9q34.11
?Cataract_41,_116400_(3)	WFS1,_WFRS,_WFS,_DFNA6,_DFNA14,_DFNA38,_WFSL,_CTRCT41	606201	4p16.1
?Cataract_42,_115900_(3)	CRYBA2,_CTRCT42	600836	2q35
?Cataract_43,_616279_(3)	UNC45B,_SMUNC45,_CTRCT43	611220	17q12
?Cataract_45,_616851_(3)	SIPA1L3,_SPAL3,_SPAR3,_KIAA0545,_CTRCT45	616655	19q13.1-q13.2
?Cataract,_congenital_(2)	SORD,_SORD1	182500	15q21.1
?Cataracts,_growth_hormone_deficiency,_sensory_neuropathy,_sensorineural_hearing_loss,_and_skeletal_dysplasia,_616007_(3)	IARS2,_CAGSSS	612801	1q41
?Caudal_duplication_anomaly,_607864_(3)	AXIN1,_AXIN	603816	16p13.3
?Centronuclear_myopathy_4,_614807_(3)	CCDC78,_C16orf25,_CNM4	614666	16p13.3
?Cerebellar_ataxia,_mental_retardation,_and_dysequilibrium_syndrome_4,_615268_(3)	ATP8A2,_ATPIB,_CAMRQ4	605870	13q12.13
?Cerebellar_atrophy,_developmental_delay,_and_seizures,_617643_(3)	KCNMA1,_SLO,_PNKD3,_CADEDS	600150	10q22.3
?Cerebral_palsy,_spastic_quadriplegic,_1,_603513_(3)	GAD1,_SCP,_CPSQ1	605363	2q31.1
?Cerebrooculofacioskeletal_syndrome_2,_610756_(3)	ERCC2,_EM9,_XPD,_COFS2,_TTD1	126340	19q13.32
?Charcot-Marie-Tooth_disease,_X-linked_dominant,_6,_300905_(3)	PDK3,_CMTX6	300906	Xp22.11
?Charcot-Marie-Tooth_disease,_axonal,_autosomal_dominant,_type_2K,_607831_(3)	JPH1,_JP1,_CMT2K	605266	8q21.11
?Charcot-Marie-Tooth_disease,_axonal,_type_2Q,_615025_(3)	DHTKD1,_KIAA1630,_AMOXAD,_CMT2Q	614984	10p14
?Charcot-Marie-Tooth_disease,_axonal,_type_2V,_616491_(3)	NAGLU,_MPS3B,_CMT2V	609701	17q21.2
?Charcot-Marie-Tooth_disease,_recessive_intermediate,_B,_613641_(3)	KARS,_CMTRIB,_DFNB89	601421	16q23.1
?Charcot-Marie-Tooth_disease,_type_2A1,_118210_(3)	KIF1B,_CMT2A,_CMT2A1,_NBLST1	605995	1p36.22
?Charcot-Marie-Tooth_disease,_type_2B2,_605589_(3)	MED25,_PTOV2,_ARC92,_CMT2B2,_BVSYS	610197	19q13.33
?Chilblain_lupus_2,_614415_(3)	SAMHD1,_AGS5,_DCIP,_CHBL2	606754	20q11.23
?Chondrodysplasia_with_platyspondyly,_distinctive_brachydactyly,_hydrocephaly,_and_microphthalmia,_300863_(3)	HDAC6,_CPBHM	300272	Xp11.23
?Chorea,_childhood-onset,_with_psychomotor_retardation,_616939_(3)	GPR88,_STRG,_COCPMR	607468	1p21.2
?Ciliary_dyskinesia,_primary,_37,_617577_(3)	DNAH1,_HL11,_DNAHC1,_HDHC7,_SPGF18,_CILD37	603332	3p21.1
?Coenzyme_Q10_deficiency,_primary,_8,_616733_(3)	COQ7,_CLK1,_COQ10D8	601683	16p12.3
?Cognitive_impairment_with_or_without_cerebellar_ataxia,_614306_(3)	SCN8A,_CIAT,_EIEE13,_BFIS5	600702	12q13.13
?Coloboma_of_optic_nerve,_120430_(3)	PAX6,_AN2,_MGDA,_FVH1,_ASGD5	607108	11p13
?Coloboma,_ocular,_120200_(3)	PAX6,_AN2,_MGDA,_FVH1,_ASGD5	607108	11p13
?Coloboma,_ocular,_autosomal_recessive,_216820_(3)	SALL2,_HSAL2,_COLB	602219	14q11.2
?Combined_oxidative_phosphorylation_deficiency_16,_615395_(3)	MRPL44,_COXPD16	611849	2q36.1
?Combined_oxidative_phosphorylation_deficiency_19,_615595_(3)	LYRM4,_ISD11,_C6orf149,_COXPD19	613311	6p25.1
?Combined_oxidative_phosphorylation_deficiency_21,_615918_(3)	TARS2,_COXPD21	612805	1q21.2
?Combined_oxidative_phosphorylation_deficiency_22,_616045_(3)	ATP5A1,_ATPM,_ATP5A,_ORM,_MC5DN4,_COXPD22	164360	18q21.1
?Combined_oxidative_phosphorylation_deficiency_25,_616430_(3)	MARS2,_SPAX3,_COXPD25	609728	2q33.1
?Combined_oxidative_phosphorylation_deficiency_29,_616811_(3)	TXN2,_TRX2,_MTRX,_COXPD29	609063	22q12.3
?Complement_factor_B_deficiency,_615561_(3)	CFB,_BF,_GBG,_AHUS4,_ARMD14,_CFBD	138470	6p21.33
?Cone-rod_dystrophy_(3)	UNC119,_HRG4,_IMD13	604011	17q11.2
?Congenital_disorder_of_glycosylation,_type_1aa,_617082_(3)	NUS1,_NGBR,_C6orf68,_CDG1AA	610463	6q22.1
?Congenital_disorder_of_glycosylation,_type_IIq,_617395_(3)	COG2,_LDLC,_CDG2Q	606974	1q42.2
?Congenital_disorder_of_glycosylation,_type_Ii,_607906_(3)	ALG2,_CDGII,_CMSTA3,_CMS14	607905	9q22.33
?Congenital_disorder_of_glycosylation,_type_Ir,_614507_(3)	DDOST,_OST,_OST48,_CDG1R	602202	1p36.12
?Congenital_disorder_of_glycosylation,_type_Is,_300884_(3)	ALG13,_GLT28D1,_CDG1S,_EIEE36	300776	Xq23
?Congenital_disorder_of_glycosylation,_type_Iw,_615596_(3)	STT3A,_ITM1,_TMC	601134	11q24.2
?Congenital_disorder_of_glycosylation,_type_Ix,_615597_(3)	STT3B,_SIMP,_CDG1X	608605	3p23
?Congenital_heart_defects,_hamartomas_of_tongue,_and_polysyndactyly,_217085_(3)	WDPCP,_C2orf86,_BBS15,_CHDTHP	613580	2p15
?Corpus_callosum,_agenesis_of,_with_facial_anomalies_and_cerebellar_ataxia,_616819_(3)	FRMD4A,_KIAA1294,_CCAFCA	616305	10p13
?Cranioectodermal_dysplasia_4,_614378_(3)	WDR19,_SRTD5,_ATD5,_NPHP13,_CED4	608151	4p14
?Craniofacial_anomalies_and_anterior_segment_dysgenesis_syndrome,_614195_(3)	VSX1,_RINX,_KTCN1,_CAASDS	605020	20p11.21
?Craniofacioskeletal_syndrome_(2)	CFSS	300712	Xq26-q27
?Cutaneous_telangiectasia_and_cancer_syndrome,_familial,_614564_(3)	ATR,_FRP1,_SCKL1,_FCTCS	601215	3q23
?Deafness,_X-linked_6,_300914_(3)	COL4A6,_DELXq22.3,_CXDELq22.3,_DFNX6	303631	Xq22.3
?Deafness,_autosomal_dominant_44,_607453_(3)	CCDC50,_C3orf6,_DFNA44	611051	3q28
?Deafness,_autosomal_dominant_66,_616969_(3)	CD164,_DFNA66	603356	6q21
?Deafness,_autosomal_dominant_68,_616707_(3)	HOMER2,_HOMER2B,_HOMER2A,_DFNA68	604799	15q25.2
?Deafness,_autosomal_dominant_70,_616968_(3)	MCM2,_CDCL1,_DFNA70	116945	3q21.3
?Deafness,_autosomal_dominant_71,_617605_(3)	DMXL2,_RC3,_KIAA0856,_PEPNS,_DFNA71	612186	15q21.2
?Deafness,_autosomal_dominant_72,_617606_(3)	SLC44A4,_CTL4,_C6orf29,_DFNA72	606107	6p21.33
?Deafness,_autosomal_recessive_101,_615837_(3)	GRXCR2,_DFNB101	615762	5q32
?Deafness,_autosomal_recessive_102,_615974_(3)	EPS8,_DFNB102	600206	12p12.3
?Deafness,_autosomal_recessive_103,_616042_(3)	CLIC5,_DFNB103	607293	6p21.1
?Deafness,_autosomal_recessive_104,_616515_(3)	FAM65B,_C6orf32,_KIAA0386,_PL48,_DFNB104	611410	6p22.3
?Deafness,_autosomal_recessive_108,_617654_(3)	ROR1,_NTRKR1	602336	1p31.3
?Deafness,_autosomal_recessive_44,_610154_(3)	ADCY1,_DFNB44	103072	7p12.3
?Deafness,_autosomal_recessive_61,_613865_(3)	SLC26A5,_PRES,_DFNB61	604943	7q22.1
?Deafness,_autosomal_recessive_66,_610212_(3)	DCDC2,_RU2,_KIAA1154,_NPHP19,_DFNB66,_NSC	605755	6p22.3
?Deafness,_autosomal_recessive_88,_615429_(3)	ELMOD3,_RBED1,_DFNB88	615427	2p11.2
?Deafness,_autosomal_recessive_91,_613453_(3)	SERPINB6,_PI6,_PTI,_SPI3,_DFNB91	173321	6p25.2
?Deafness,_autosomal_recessive_97,_616705_(3)	MET,_DFNB97,_OSFD	164860	7q31.2
?Deafness,_congenital_heart_defects,_and_posterior_embryotoxon_(3)	JAG1,_AGS1,_AHD	601920	20p12.2
?Diabetes_mellitus,_insulin-dependent,_neonatal_(2)	PBCA	600089	6p21.3
?Diamond-Blackfan_anemia_11,_614900_(3)	RPL26,_DBA11	603704	17p13.1
?Diamond-Blackfan_anemia_12,_615550_(3)	RPL15,_DBA12	604174	3p24.2
?Diamond-Blackfan_anemia_14_with_mandibulofacial_dysostosis,_300946_(3)	TSR2,_WGG1,_DBA14	300945	Xp11.22
?Diamond-Blackfan_anemia_16,_617408_(3)	RPL27,_DBA16	607526	17q21.31
?Diamond-Blackfan_anemia_17,_617409_(3)	RPS27,_MPS1,_DBA17	603702	1q21.3
?Diarrhea_7,_615863_(3)	DGAT1,_ARGP1,_DIAR7	604900	8q24.3
?Dyskeratosis_congenita,_autosomal_dominant_6,_616553_(3)	ACD,_PTOP,_PIP1,_TINT1	609377	16q22.1
?Dyskeratosis_congenita,_autosomal_recessive_7,_616553_(3)	ACD,_PTOP,_PIP1,_TINT1	609377	16q22.1
?Dyskinesia,_seizures,_and_intellectual_developmental_disorder,_617171_(3)	DEAF1,_SPN,_ZMYND5,_MRD24	602635	11p15.5
?Dystonia_23,_614860_(3)	CACNA1B,_CACNL1A5,_DYT23	601012	9q34.3
?Dystonia,_juvenile-onset,_607371_(3)	ACTB,_BRWS1	102630	7p22.1
?EEC_syndrome-1_(2)	EEC1	129900	7q11.2-q21.3
?Ectodermal_dysplasia_12,_hypohidrotic/hair/tooth/nail_type,_617337_(3)	KDF1,_C1orf172,_ECTD12	616758	1p36.11
?Ectodermal_dysplasia_7,_hair/nail_type,_614929_(3)	KRT74,_K6IRS4,_KRT6IRS4,_HTSS2,_HYPT3,_ADWH	608248	12q13.13
?Epidermolysis_bullosa_simplex_with_nail_dystrophy,_616487_(3)	PLEC1,_PLEC,_PLTN,_EBS1,_LGMD2Q,_EBSOG,_EBSPA,_EBSMD,_EBSND	601282	8q24.3
?Epilepsy,_familial_temporal_lobe,_8,_616461_(3)	GAL,_GALN,_GLNN,_ETL8	137035	11q13.2
?Epilepsy,_myoclonic,_familial_adult,_5,_615400_(3)	CNTN2,_TAX,_TAX1,_FAME5	190197	1q32.1
?Epilepsy,_progressive_myoclonic,_10,_616640_(3)	PRDM8,_EPM10	616639	4q21.21
?Epilepsy,_progressive_myoclonic,_8,_616230_(3)	CERS1,_LASS1,_UOG1,_EPM8	606919	19p13.11
?Epilepsy,_progressive_myoclonic,_9,_616540_(3)	LMNB2,_LMN2,_EPM9	150341	19p13.3
?Epileptic_encephalopathy,_early_infantile,_15,_615006_(3)	ST3GAL3,_SIAT6,_ST3GALII,_MRT12,_EIEE15	606494	1p34.1
?Epileptic_encephalopathy,_early_infantile,_21,_615833_(3)	NECAP1,_EIEE21	611623	12p13.31
?Epileptic_encephalopathy,_early_infantile,_40,_617065_(3)	GUF1,_EF4,_EIEE40	617064	4p12
?Epileptic_encephalopathy,_early_infantile,_55,_617599_(3)	PIGP,_DSCR5,_EIEE55	605938	21q22.13
?Epiphyseal_dysplasia,_multiple,_6,_614135_(3)	COL9A1,_EDM6,_STL4	120210	6q13
?Episodic_pain_syndrome,_familial,_1,_615040_(3)	TRPA1,_ANKTM1,_FEPS1	604775	8q21.11
?Exercise_intolerance,_riboflavin-responsive,_616839_(3)	SLC25A32,_MFT,_RREI	610815	8q22.3
?Exudative_vitreoretinopathy_6,_616468_(3)	ZNF408,_EVR6,_RP72	616454	11p11.2
?Facial_clefting,_oblique,_1,_600251_(3)	SPECC1L,_KIAA0376,_OBLFC1,_GBBB2	614140	22q11.23
?Facial_palsy,_congenitla,_with_ptosis_and_velopharyngeal_dysfunction,_617732_(3)	TUBB6,_FPVEPD	615103	18p11.21
?Familial_cold_autoinflammatory_syndrome_4,_616115_(3)	NLRC4,_CARD12,_CLAN,_IPAF,_AIFEC,_FCAS4	606831	2p22.3
?Fanconi_anemia,_complementation_group_R,_617244_(3)	RAD51A,_RECA,_MRMV2,_FANCR	179617	15q15.1
?Fanconi_anemia,_complementation_group_U,_617247_(3)	XRCC2,_FANCU	600375	7q36.1
?Fanconi_anemia,_complementation_group_V,_617243_(3)	MAD2L2,_MAD2B,_FANCV	604094	1p36.22
?Fanconi_renotubular_syndrome_2,_613388_(3)	SLC34A1,_SLC17A2,_NPT2,_NPHLOP1,_FRTS2,_HCINF2	182309	5q35.3
?Fanconi_renotubular_syndrome_3,_615605_(3)	EHHADH,_PBFE,_LBFP,_FRTS3	607037	3q27.2
?Fazio-Londe_disease,_211500_(3)	SLC52A3,_C20orf54,_RFT2,_BVVLS1	613350	20p13
?Febrile_seizures,_familial,_4,_604352_(3)	ADGRV1,_GPR98,_MASS1,_VLGR1,_KIAA0686,_FEB4,_USH2C	602851	5q14.3
?Fetal_akinesia_deformation_sequence,_208150_(3)	DOK7,_C4orf25,_CMS10	610285	4p16.3
?Fibromatosis,_gingival,_1,_135300_(3)	SOS1,_GINGF,_GF1,_HGF,_NS4	182530	2p22.1
?Focal_cortical_dysplasia,_type_II,_somatic,_607341_(3)	TSC2,_LAM	191092	16p13.3
?Frontonasal_dysplasia_3,_613456_(3)	ALX1,_CART1,_FND3	601527	12q21.31
?Giant_axonal_neuropathy_2,_autosomal_dominant,_610100_(3)	DCAF8,_WDR42A,_GAN2	615820	1q23.2
?Glycogen_storage_disease_XIII,_612932_(3)	ENO3,_GSD13	131370	17p13.2
?Glycogen_storage_disease_XV,_613507_(3)	GYG1,_GSD15	603942	3q24
?Glycoprotein_Ia_deficiency,_614200_(1)	ITGA2,_CD49B,_BR,_BDPLT9	192974	5q11.2
?Granulomatous_disease,_chronic,_autosomal_recessive,_cytochrome_b-positive,_type_III,_613960_(3)	NCF4,_P40PHOX,_CGD3	601488	22q12.3
?Growth_restriction,_severe,_with_distinctive_facies,_616489_(3)	IGF2,_GRDF	147470	11p15.5
?Hairy_ears,_Y-linked_(2)	HEY	425500	Yq
?Hemochromatosis,_type_5,_615517_(3)	FTH1,_FTHL6,_HFE5	134770	11q12.3
?Hepatocellular_carcinoma_(1)	LCO	165320	2q14-q21
?Hermansky-Pudlak_syndrome_10,_617050_(3)	AP3D1,_HPS10	607246	19p13.3
?Hermansky-pudlak_syndrome_9,_614171_(3)	BLOC1S6,_BLOS6,_PLDN,_PA,_HPS9	604310	15q21.1
?Heterotaxy,_visceral,_3,_autosomal_(2)	HTX3	606325	6q21
?Hip_dysplasia,_Beukes_type,_142669_(3)	UFSP2,_C4orf20,_BHD	611482	4q35.1
?Hirschsprung_disease,_cardiac_defects,_and_autonomic_dysfunction,_613870_(3)	ECE1	600423	1p36.12
?Huntington_disease-like_2,_606438_(3)	JPH3,_JP3,_HDL2	605268	16q24.2
?Hydrocephalus,_autosomal_dominant_(2)	HDCPH1	123155	8q12.2-q21.2
?Hydrolethalus_syndrome_2,_614120_(3)	KIF7,_HLS2,_ACLS,_JBTS12,_AGBK	611254	15q26.1
?Hydrops,_lactic_acidosis,_and_sideroblastic_anemia,_617021_(3)	LARS2,_PRLTS4,_HLASA	604544	3p21.31
?Hydroxykynureninuria,_236800_(3)	KYNU,_KYNUU,_VCRL2	605197	2q22.2
?Hyperimmunoglobulin_G1_syndrome_(2)	IGHR	144120	14q32.33
?Hyperleucinemia-isoleucinemia_or_hypervalinemia_(1)	BCAT1,_BCT1	113520	12p12.1
?Hyperphosphatasia_with_mental_retardation_syndrome_5,_616025_(3)	PIGW,_HPMRS5	610275	17q12
?Hyperprolactinemia,_615555_(3)	PRLR,_MFAB,_HPRL	176761	5p13.2
?Hypertension,_salt-resistant_(1)	NPR3,_ANPRC	108962	5p13.3
?Hypertrichosis_universalis_congenita,_Ambras_type_(2)	HTC1	145701	8q22
?Hypervalinemia_or_hyperleucine-isoleucinemia_(1)	BCAT2,_BCT2	113530	19q13.33
?Hypogonadotropic_hypogonadism_12_with_or_without_anosmia,_614841_(3)	GNRH1,_LNRH,_HH12	152760	8p21.2
?Hypogonadotropic_hypogonadism_13_with_or_without_anosmia,_614842_(3)	KISS1,_HH13	603286	1q32.1
?Hypotrichosis_13,_615896_(3)	KRT71,_K6IRS1,_KRT6IRS1,_HYPT13	608245	12q13.13
?Hypotrichosis_3,_613981_(3)	KRT74,_K6IRS4,_KRT6IRS4,_HTSS2,_HYPT3,_ADWH	608248	12q13.13
?Hypotrichosis_and_recurrent_skin_vesicles,_613102_(3)	DSC3,_DSC4	600271	18q12.1
?Immunodeficiency_13,_615518_(3)	UNC119,_HRG4,_IMD13	604011	17q11.2
?Immunodeficiency_16,_615593_(3)	TNFRSF4,_TXGP1L,_OX40,_ACT35,_IMD16	600315	1p36.33
?Immunodeficiency_22,_615758_(3)	LCK,_IMD22	153390	1p35.2
?Immunodeficiency_25,_610163_(3)	CD247,_CD3Z,_TCRZ,_IMD25	186780	1q24.2
?Immunodeficiency_37,_616098_(3)	BCL10,_IMD37	603517	1p22.3
?Immunodeficiency_39,_616345_(3)	IRF7,_IRF7A,_IRF7B,_IRF7C,_IRF7H,_IMD39	605047	11p15.5
